,ticker,sector,industry,price,eps_ttm,pe_ttm,roa_ttm,roe_ttm,debt_equity_ratio_mrq,revenue_ttm,ma_200,ma_50,current_ratio_mrq,div_yield_ttm,div_yield_5y_avg,high_52,low_52,growth_est_f5y,growth_est_p5y,growth_est_f1y,predicted_intrinsic_value,predicted_premium_percent,size_filter,pe_filter,div_filter,strong_div_filter,div_above_5y_avg_filter,current_ratio_mrq_filter,roa_ttm_filter
0,ctxs,Technology,Software—Application,142.49,5.94,23.92,0.1005,3.7261,,3200000000.0,135.03,148.12,0.85,0.98,,173.56,90.28,0.09369999999999999,0.09849999999999999,0.064,79.36463305929084,79.53840962579663,True,True,True,False,False,False,True
0,cvx,Energy,Oil & Gas Integrated,90.13,2.06,44.3,0.024900000000000002,0.025099999999999997,22.32,135380000000.0,92.4,89.97,1.01,5.39,4.19,125.27,51.6,0.055,0.134,9.64,27.697985055261928,225.40273171559653,True,True,True,True,True,False,False
0,d,Utilities,Utilities—Diversified,80.41,2.09,38.47,0.0313,0.0601,126.11,17210000000.0,80.41,80.22,0.63,4.59,4.1,90.89,57.79,0.0275,0.0337,0.10300000000000001,11.549145182840231,596.2420051613302,True,True,True,True,True,False,False
0,dd,Basic Materials,Chemicals,54.55,-0.86,0.0,0.0148,-0.0171,45.19,21320000000.0,47.84,53.22,1.22,2.42,3.17,73.8,28.33,,,,,,True,False,True,False,False,True,False
0,de,Industrials,Farm & Heavy Construction Machinery,175.35,8.81,19.97,0.0311,0.2357,426.4,36800000000.0,152.55,161.61,2.27,1.73,2.16,181.99,106.14,0.0226,0.1183,0.409,20.56630696848724,752.6081044529791,True,True,True,False,False,True,False
0,dfs,Financial Services,Credit Services,50.82,3.24,16.0,0.009300000000000001,0.0993,240.53,5860000000.0,53.04,51.32,1.35,3.46,2.12,91.96,23.25,0.006999999999999999,0.13699999999999998,3.063,1.8193177021451183,2693.354890137068,True,True,True,False,True,True,False
0,dhi,Consumer Cyclical,Residential Construction,63.75,5.07,13.12,0.0924,0.1869,41.26,18470000000.0,51.29,57.61,5.28,1.02,1.12,66.67,25.51,0.099,0.2482,0.036000000000000004,39.67350555087359,60.6865819262,True,True,True,False,False,True,False
0,dhr,Healthcare,Diagnostics & Research,195.27,4.68,42.5,0.0331,0.086,64.18,18890000000.0,160.86,180.1,2.2,0.36,0.57,203.0,119.6,0.13019999999999998,0.029300000000000003,0.17800000000000002,165.99948589479328,17.632894431828383,True,True,True,False,False,True,False
0,dis,Communication Services,Entertainment,117.61,2.97,39.17,0.0277,0.0501,57.28,78210000000.0,117.18,116.66,0.94,0.75,1.46,153.41,79.07,0.0075,0.052199999999999996,1.1909999999999998,4.3787593711292745,2585.920600603102,True,True,True,False,False,False,False
0,disca,Communication Services,Entertainment,21.15,2.51,8.31,0.0625,0.1989,141.25,11120000000.0,23.77,21.59,1.61,,,33.66,17.12,0.0256,0.17300000000000001,0.1,2.7785206939229057,661.1964181608805,True,True,False,False,False,True,False
0,disck,Communication Services,Entertainment,18.93,2.51,7.44,0.0625,0.1989,141.25,11120000000.0,21.91,19.44,1.61,,,31.2,15.43,,,,,,True,True,False,False,False,True,False
0,dish,Communication Services,Entertainment,33.36,2.05,16.27,0.0368,0.11359999999999999,116.79,12840000000.0,30.25,33.68,1.0,,,42.62,17.09,-0.1336,0.0199,0.016,-16.878833571668256,-297.6439891912673,True,True,False,False,False,False,False
0,dltr,Consumer Defensive,Discount Stores,95.6,3.39,28.16,0.0512,0.13140000000000002,159.85,24090000000.0,85.18,92.45,1.15,,,119.71,60.2,0.0696,0.1431,0.11699999999999999,37.74974695936666,153.2467306414069,True,True,False,False,False,False,False
0,dov,Industrials,Specialty Industrial Machinery,105.51,4.61,23.03,0.0689,0.2234,113.48,6760000000.0,98.61,98.71,1.32,1.86,2.2,120.26,62.95,0.0124,0.12480000000000001,0.14300000000000002,6.671941301371852,1481.3988048471822,True,True,True,False,False,True,False
0,dow,Basic Materials,Chemicals,42.61,-2.68,0.0,0.0292,-0.1217,151.68,39090000000.0,39.38,41.84,1.74,6.57,,56.25,21.95,,,,,,True,False,True,True,False,True,False
0,dpz,Consumer Cyclical,Restaurants,386.91,11.22,34.74,0.30260000000000004,,,3760000000.0,346.77,383.83,2.02,0.74,0.89,422.15,220.9,0.15259999999999999,0.30079999999999996,0.018000000000000002,398.5855138443259,-2.9292368735924335,True,True,True,False,False,True,True
0,dre,Real Estate,REIT—Industrial,37.26,1.1,34.23,0.0196,0.0839,62.59,946230000.0,34.42,35.89,1.99,2.47,2.84,38.88,25.19,0.06,0.0516,0.187,12.592195745257229,195.8975603125749,False,True,True,False,False,True,False
0,dte,Utilities,Utilities—Regulated Electric,114.57,5.89,19.35,0.026600000000000002,0.09609999999999999,155.99,12180000000.0,110.72,108.82,0.89,3.41,3.17,135.67,71.21,0.0584,0.0707,0.073,36.98046099611152,209.81225467158723,True,True,True,False,True,False,False
0,duk,Utilities,Utilities—Regulated Electric,82.79,5.06,16.07,0.023399999999999997,0.0768,136.92,24440000000.0,87.26,83.11,0.67,4.55,4.25,103.79,62.13,0.0381,0.0038,0.045,16.528834240753394,400.8822690947767,True,True,True,True,True,False,False
0,dva,Healthcare,Medical Care Facilities,87.33,6.26,14.14,0.0567,0.2408,347.44,11490000000.0,79.08,81.42,1.81,,,90.15,53.51,0.1005,0.0216,0.076,53.75394060699504,62.46250789032513,True,True,False,False,False,True,False
0,dxcm,Healthcare,Diagnostics & Research,421.75,1.59,266.14,0.059500000000000004,0.1845,126.1,1600000000.0,321.29,406.97,5.82,,,446.5,138.28,,,,,,True,False,False,False,False,True,False
0,ea,Communication Services,Electronic Gaming & Multimedia,135.24,10.3,13.22,0.09029999999999999,0.47509999999999997,16.35,5540000000.0,115.03,132.26,2.45,,,142.31,85.69,0.1233,0.09300000000000001,0.136,106.15557064435946,27.39793039507903,True,True,False,False,False,True,False
0,ebay,Consumer Cyclical,Internet Retail,55.12,5.72,10.0,0.0728,0.4813,434.75,10760000000.0,40.99,53.17,1.34,1.05,,61.06,26.02,0.12390000000000001,-0.0052,0.083,44.86378701086767,22.86078298884553,True,True,True,False,False,True,False
0,ecl,Basic Materials,Specialty Chemicals,210.06,5.29,40.08,0.069,0.18289999999999998,94.14,14980000000.0,192.6,204.86,1.51,0.89,1.09,231.36,124.6,0.0806,0.0655,0.185,99.24759486945132,111.6524841496759,True,True,True,False,False,True,False
0,ed,Utilities,Utilities—Regulated Electric,75.58,3.9,19.18,0.0281,0.0771,128.48,12290000000.0,80.88,73.57,0.8,3.95,3.56,95.1,62.03,0.0265,0.016200000000000003,0.066,10.333310494394958,631.4209714398542,True,True,True,False,True,False,False
0,efx,Industrials,Consulting Services,167.16,2.45,67.41,0.044000000000000004,0.1142,160.03,3720000000.0,149.5,169.06,1.27,0.93,1.17,181.76,103.01,0.026699999999999998,0.0669,0.062,22.99618140640965,626.9032934024779,True,False,True,False,False,True,False
0,eix,Utilities,Utilities—Regulated Electric,56.02,3.4,15.65,0.024900000000000002,0.08410000000000001,141.43,12310000000.0,61.98,56.66,0.79,4.46,3.23,78.93,43.63,0.013000000000000001,0.0095,0.036000000000000004,3.5098890737952293,1496.061836205718,True,True,True,True,True,False,False
0,el,Consumer Defensive,Household & Personal Products,191.75,3.54,54.41,0.1036,0.2926,203.3,15450000000.0,185.92,192.89,1.62,0.95,1.15,220.42,137.01,0.0542,0.1508,0.192,57.51775604266235,233.37531432515252,True,False,True,False,False,True,True
0,emn,Basic Materials,Chemicals,76.64,5.87,13.35,0.0489,0.1343,104.67,9130000000.0,64.33,71.75,1.66,3.34,2.72,83.99,34.44,0.026099999999999998,0.019799999999999998,0.17600000000000002,10.653515737638662,619.3869318579254,True,True,True,False,True,True,False
0,emr,Industrials,Specialty Industrial Machinery,63.36,3.51,18.09,0.0883,0.2713,108.45,17970000000.0,60.82,62.35,1.01,3.12,3.21,78.38,37.75,0.009000000000000001,0.019299999999999998,0.053,2.8765427158674655,2102.6441550996688,True,True,True,False,False,False,False
0,eog,Energy,Oil & Gas E&P,49.04,3.63,13.37,0.0482,0.102,25.82,16489999999.999998,54.25,50.47,1.51,2.52,0.96,89.54,27.0,-0.0556,0.5565,1.31,-11.937418716324459,-510.8090799641436,True,True,True,False,True,True,False
0,eqr,Real Estate,REIT—Residential,54.34,3.14,16.98,0.0274,0.113,80.59,2720000000.0,67.62,59.21,0.13,4.24,3.08,89.55,49.62,0.061,-0.07490000000000001,-0.146,18.164141503775802,199.16084935092738,True,True,True,True,True,False,False
0,es,Utilities,Utilities—Regulated Electric,89.48,2.86,30.98,0.0296,0.07490000000000001,117.12,8480000000.0,85.46,85.2,0.75,2.43,3.0,99.42,60.69,0.0622,0.044500000000000005,0.066,30.852898122967403,190.0213770627584,True,True,True,False,False,False,False
0,ess,Real Estate,REIT—Residential,214.12,9.62,22.1,0.030299999999999997,0.1043,101.94,1620000000.0,257.28,233.67,0.59,3.7,2.75,334.17,175.81,0.079,0.1956,-0.428,97.23226504357875,120.21496661014024,True,True,True,False,True,False,False
0,etfc,Financial Services,Capital Markets,51.77,3.46,15.31,0.0125,0.1202,20.7,2900000000.0,43.68,50.45,1.06,1.08,,57.3,25.76,-0.08109999999999999,0.3833,-0.098,-18.06242186173124,-386.61715685915203,True,True,True,False,False,False,False
0,etn,Industrials,Specialty Industrial Machinery,93.61,5.09,18.69,0.0527,0.1393,62.65,20870000000.0,87.09,89.34,1.75,3.06,3.37,105.78,56.42,0.0223,0.0617,0.28800000000000003,10.966431641901268,753.6049196014565,True,True,True,False,False,True,False
0,etr,Utilities,Utilities—Diversified,102.66,5.55,18.32,0.022400000000000003,0.1124,204.23,10700000000.0,106.18,97.65,0.66,3.58,4.19,135.55,75.19,0.062,0.018799999999999997,0.067,35.2772624752791,191.0089751775383,True,True,True,False,False,False,False
0,ew,Healthcare,Medical Devices,78.13,1.18,66.86,0.12990000000000002,0.2026,17.83,4320000000.0,71.4,70.96,3.08,,,82.55,51.51,0.1118,0.2579,0.212,54.50985978963284,43.331867485117684,True,False,False,False,False,True,True
0,exc,Utilities,Utilities—Diversified,37.8,2.68,14.02,0.0226,0.07139999999999999,115.63,33710000000.0,40.1,37.85,1.06,3.89,3.47,50.54,29.28,-0.036000000000000004,0.051100000000000007,-0.01,-6.2228372788908795,-707.4399555364437,True,True,True,False,True,False,False
0,exr,Real Estate,REIT—Industrial,95.4,3.32,28.76,0.0492,0.1677,198.58,1340000000.0,98.0,96.03,0.61,3.77,3.39,124.46,72.7,0.06,0.21559999999999999,0.01,31.93220048292421,198.75798898048163,True,True,True,False,True,False,False
0,fast,Industrials,Industrial Distribution,45.49,1.45,31.81,0.1766,0.3154,23.7,5530000000.0,37.66,42.96,4.13,2.07,2.63,46.54,26.72,0.0664,0.1186,0.068,17.29015160486333,163.09775090233848,True,True,True,False,False,True,True
0,fb,Communication Services,Internet Content & Information,230.71,7.29,32.04,0.134,0.21850000000000003,10.27,73360000000.0,206.64,236.2,4.6,,,250.15,137.1,0.1637,0.42119999999999996,0.33799999999999997,261.9080015679873,-11.911816890362847,True,True,False,False,False,True,True
0,fbhs,Consumer Cyclical,"Furnishings, Fixtures & Appliances",71.0,3.23,22.98,0.0767,0.1979,108.96,5840000000.0,58.89,64.32,1.54,1.27,1.31,74.39,33.9,0.023,0.1632,0.153,8.837341361860744,703.4090468250353,True,True,True,False,False,True,False
0,fdx,Industrials,Integrated Freight & Logistics,165.04,4.9,34.82,0.026699999999999998,0.0713,197.44,69220000000.0,135.86,148.91,1.58,1.58,1.05,176.25,88.69,0.0888,0.1414,0.19,89.44127151428376,84.52331592093157,True,True,True,False,True,True,False
0,ffiv,Technology,Software—Infrastructure,152.34,5.61,26.96,0.07629999999999999,0.1966,40.16,2310000000.0,130.23,142.33,1.12,,,156.36,79.78,0.033,0.1286,0.067,26.358486191105374,477.9542834724965,True,True,False,False,False,False,False
0,fis,Technology,Information Technology Services,143.7,0.31,461.22,0.0203,0.0058,41.28,11350000000.0,135.42,138.04,1.05,0.97,1.25,158.21,91.68,0.1213,0.17800000000000002,0.22699999999999998,109.22353151405727,31.565055632270543,True,False,True,False,False,False,False
0,fisv,Technology,Information Technology Services,100.63,1.79,56.6,0.0255,0.0593,65.49,12450000000.0,104.61,100.05,1.07,,,125.05,73.5,0.1721,0.1685,0.214,121.43314565545599,-17.131356964498845,True,False,False,False,False,False,False
0,fitb,Financial Services,Banks—Regional,19.54,1.95,9.95,0.008199999999999999,0.071,,6610000000.0,21.02,19.89,,5.22,2.76,31.64,11.1,-0.030899999999999997,0.1261,0.418,-2.7864198921502807,-801.2582724896131,True,True,True,True,True,False,False
0,flir,Technology,Scientific & Technical Instruments,40.97,0.92,45.16,0.0556,0.0695,51.47,1890000000.0,43.53,41.24,1.92,1.66,1.38,59.44,23.85,0.026000000000000002,0.1066,0.106,5.625502940202564,628.2904379483756,True,True,True,False,True,True,False
0,fls,Industrials,Specialty Industrial Machinery,30.32,1.49,20.63,0.049800000000000004,0.1201,91.96,3950000000.0,32.31,28.78,2.19,2.54,1.73,51.84,18.98,0.047599999999999996,-0.13419999999999999,0.042,7.9558677522327175,281.1023629885133,True,True,True,False,True,True,False
0,flt,Technology,Information Technology Services,258.08,9.69,26.67,0.0661,0.275,187.98,2690000000.0,255.17,257.75,0.93,,,329.85,168.51,0.0909,0.1834,0.175,139.26052500119863,85.32171984686879,True,True,False,False,False,False,False
0,fmc,Basic Materials,Agricultural Inputs,107.34,3.57,30.41,0.0672,0.2,146.94,4670000000.0,93.67,101.62,1.82,1.57,1.27,108.77,56.77,0.0971,0.18420000000000003,0.14,63.2680500489258,69.6590932026401,True,True,True,False,True,True,False
0,fox,Communication Services,Broadcasting,26.49,2.15,11.95,0.0823,0.1444,70.44,12400000000.0,28.72,26.9,3.79,2.6,,38.84,19.13,,,,,,True,True,True,False,False,True,False
0,foxa,Communication Services,Broadcasting,26.66,2.15,11.97,0.0823,0.1444,70.44,12400000000.0,29.15,27.06,3.79,2.59,,39.74,19.81,,,,,,True,True,True,False,False,True,False
0,frt,Real Estate,REIT—Retail,72.99,4.52,16.28,,,,,,,,,,,,0.067,0.057800000000000004,0.09,27.866777140535582,161.9247989528981,False,True,False,False,False,False,False
0,fti,Energy,Oil & Gas Equipment & Services,7.94,-12.73,0.0,0.028300000000000002,-0.7812,128.52,13630000000.0,10.43,7.7,1.14,6.55,,28.35,4.49,,,,,,True,False,True,True,False,False,False
0,ftnt,Technology,Software—Infrastructure,133.04,2.13,64.19,0.0727,0.46630000000000005,8.04,2260000000.0,119.07,136.13,1.32,,,151.95,70.2,0.19690000000000002,0.4739,0.16699999999999998,196.882281317094,-32.42662614939489,True,False,False,False,False,True,False
0,ftv,Technology,Scientific & Technical Instruments,71.0,1.61,44.74,0.044800000000000006,0.0855,86.64,7440000000.0,65.64,68.42,1.62,0.39,,80.61,37.31,0.0395,0.10830000000000001,0.18600000000000003,15.222463592465665,366.41596196782064,True,True,True,False,False,True,False
0,gild,Healthcare,Drug Manufacturers—General,73.64,3.9,19.13,0.0536,0.2229,108.65,22720000000.0,73.6,75.79,3.04,3.49,2.71,85.97,60.89,0.0097,-0.121,0.019,3.6478916635018424,1918.700301239437,True,True,True,False,True,True,False
0,gis,Consumer Defensive,Packaged Foods,64.23,3.56,18.0,0.064,0.263,156.49,17630000000.0,57.61,62.41,0.68,3.05,3.54,65.48,46.59,0.049,0.0286,0.027999999999999997,17.12096936321456,275.1539917944252,True,True,True,False,False,False,False
0,gl,Financial Services,Insurance—Life,80.37,6.83,11.65,,,27.68,4590000000.0,82.99,75.42,,0.86,0.79,111.43,56.74,0.051,0.12390000000000001,0.087,22.215785067762265,261.76979456209443,True,True,True,False,True,False,False
0,glw,Technology,Electronic Components,29.29,0.35,88.27,0.0207,0.0281,68.87,11080000000.0,24.58,27.22,2.18,2.8,2.43,34.25,17.44,0.048,0.049,0.546,8.069833390858026,262.9566879680739,True,False,True,False,True,True,False
0,gm,Consumer Cyclical,Auto Manufacturers,26.25,3.26,7.88,0.0169,0.1081,290.54,135070000000.0,26.88,26.3,1.07,5.79,4.36,41.9,14.33,-0.0383,0.0662,2.35,-4.505566387624691,-682.6126560270006,True,True,True,True,True,False,False
0,gpc,Consumer Cyclical,Specialty Retail,88.64,4.09,21.87,0.0471,0.17079999999999998,131.06,19220000000.0,83.64,87.21,1.22,3.47,2.92,108.58,49.68,-0.013000000000000001,0.057800000000000004,0.262,-5.6013091929482695,-1682.487181953689,True,True,True,False,True,True,False
0,gpn,Industrials,Specialty Business Services,172.63,1.97,88.52,0.024700000000000003,0.0316,36.96,5930000000.0,173.48,173.34,1.34,0.34,0.06,209.62,105.54,0.1407,0.1885,0.264,160.58617519844827,7.499913854146079,True,False,True,False,True,True,False
0,grmn,Technology,Scientific & Technical Instruments,96.74,5.09,19.71,0.1072,0.21050000000000002,1.07,3850000000.0,88.95,97.33,3.75,2.52,3.64,105.58,61.04,0.0487,0.1108,0.23800000000000002,26.624585603156472,263.3483782317761,True,True,True,False,False,True,True
0,gs,,,201.47,18.84,10.77,0.0070999999999999995,0.0806,432.61,37160000000.0,199.42,205.17,2.53,2.48,1.53,250.46,130.85,0.0611,0.0818,0.27399999999999997,69.25357930939286,190.9163714122638,True,True,True,False,True,True,False
0,gww,Industrials,Industrial Distribution,341.39,11.43,29.73,0.1151,0.3164,155.07,11630000000.0,294.61,316.22,3.54,1.69,2.06,347.45,200.61,0.0555,0.09380000000000001,0.129,104.17951327764625,227.69398633123762,True,True,True,False,False,True,True
0,has,Consumer Cyclical,Leisure,77.59,3.23,22.22,0.0521,0.1916,194.44,5090000000.0,78.04,75.28,1.91,3.51,2.54,126.87,41.33,0.10550000000000001,0.0141,0.285,46.21057028287464,67.90530721659236,True,True,True,False,True,True,False
0,hban,Financial Services,Banks—Regional,9.6,0.79,11.68,0.0078000000000000005,0.07400000000000001,,3760000000.0,10.2,9.41,,6.25,3.16,15.63,6.82,-0.231,0.1479,0.768,-6.6700195959286654,-243.92761313414692,True,True,True,True,True,False,False
0,hbi,Consumer Cyclical,Apparel Manufacturing,13.97,1.41,10.06,0.0658,0.5354,573.74,6700000000.0,11.37,12.14,2.21,4.29,2.91,16.4,6.96,-0.0191,0.0335,0.8859999999999999,-1.2892195147860968,-1183.6013448274446,True,True,True,True,True,True,False
0,hca,Healthcare,Medical Care Facilities,125.51,9.69,12.94,0.084,,,50150000000.0,113.99,103.02,1.09,0.64,,151.97,58.38,0.0885,0.1641,0.10800000000000001,65.46992615813579,91.70634116318332,True,True,True,False,False,False,False
0,hfc,Energy,Oil & Gas Refining & Marketing,26.98,1.3,20.52,0.0346,0.047599999999999996,48.49,16989999999.999998,32.19,29.5,1.92,5.04,3.45,58.88,18.48,-0.1073,0.2557,5.088,-11.422904715634838,-336.19211287888754,True,True,True,True,True,True,False
0,hig,Financial Services,Insurance—Diversified,41.48,4.7,8.7,0.0245,0.1167,29.06,20750000000.0,43.8,39.96,1.99,2.95,2.01,62.75,19.04,-0.0070999999999999995,0.0673,0.064,-1.4150571130477387,-3031.3304471973365,True,True,True,False,True,True,False
0,hlt,Consumer Cyclical,Lodging,77.43,2.58,29.95,0.058499999999999996,,,3570000000.0,83.74,77.15,1.42,0.77,,115.48,44.3,-0.0338,0.10679999999999999,1.4709999999999999,-12.068299189715436,-741.5982797806803,True,True,True,False,False,True,False
0,holx,Healthcare,Medical Instruments & Supplies,61.75,1.68,37.23,0.0582,0.2122,176.42,3320000000.0,49.58,56.41,1.31,,,63.6,26.49,0.06570000000000001,0.0915,0.37200000000000005,23.166476357904674,166.54895222738597,True,True,False,False,False,True,False
0,hpq,Technology,Computer Hardware,17.5,2.04,8.72,0.0833,,,57100000000.0,17.86,17.09,0.78,3.85,3.25,23.93,12.54,0.0761,-0.0892,0.114,7.791758332340287,124.59628820063524,True,True,True,False,True,False,False
0,hrl,Consumer Defensive,Packaged Foods,50.27,1.7,29.74,0.08439999999999999,0.1534,6.1,9600000000.0,46.99,48.37,1.7,1.76,1.77,51.53,39.01,0.042,0.07980000000000001,0.10300000000000001,11.417601898596448,340.28510055320487,True,True,True,False,False,True,False
0,hsic,Healthcare,Medical Distribution,67.03,4.85,13.81,0.0626,0.1941,40.83,10050000000.0,59.66,60.53,1.64,,,73.99,41.85,0.044800000000000006,0.0698,0.485,16.224786429962624,313.1333271433047,True,True,False,False,False,True,False
0,hst,Real Estate,REIT—Hotel & Motel,10.5,1.01,10.2,0.0285,0.0999,82.53,5140000000.0,12.82,11.49,12.77,7.62,4.71,18.9,7.86,0.284,0.1728,0.769,25.36389199998636,-58.60256777624804,True,True,True,True,True,True,False
0,hsy,Consumer Defensive,Confectioners,145.68,5.11,28.63,0.1195,0.62,301.45,7950000000.0,139.85,131.99,1.31,2.12,2.36,162.2,109.88,0.0724,0.08810000000000001,0.07200000000000001,60.51729898992088,140.72455716218087,True,True,True,False,False,True,True
0,hum,Healthcare,Healthcare Plans,392.14,19.52,20.03,0.0688,0.2254,65.75,67720000000.0,360.03,387.17,1.65,0.58,0.64,412.7,208.25,0.1166,0.2675,0.172,284.4387060753848,37.8645000220438,True,True,True,False,False,True,False
0,hwm,Industrials,Specialty Industrial Machinery,15.55,,0.0,0.0553,0.0998,153.78,13860000000.0,15.74,15.36,1.69,,,31.99,9.87,-0.292,-0.0466,0.051,,,True,False,False,False,False,True,False
0,ibm,Technology,Information Technology Services,125.79,8.81,14.32,0.0351,0.4097,337.22,75500000000.0,125.95,122.43,1.04,5.16,4.08,158.75,90.56,0.025699999999999997,-0.0499,0.10300000000000001,16.874767806146686,645.4324791016123,True,True,True,True,True,False,False
0,ice,Financial Services,Financial Data & Stock Exchanges,96.32,3.74,25.3,0.0158,0.1241,50.38,5490000000.0,91.28,93.62,0.99,1.17,1.18,101.93,63.51,0.0876,0.1458,0.034,48.815511520470885,97.31433103923945,True,True,True,False,False,False,False
0,idxx,Healthcare,Diagnostics & Research,359.23,5.01,73.19,0.2023,5.4643,,2460000000.0,284.39,331.15,0.85,,,372.33,168.65,0.1199,0.2402,0.205,276.11259530623107,30.102721174883396,True,False,False,False,False,False,True
0,iex,Industrials,Specialty Industrial Machinery,167.67,4.91,34.53,0.09029999999999999,0.17149999999999999,51.12,2390000000.0,155.28,159.32,3.48,1.19,1.31,178.14,104.56,0.115,0.1355,0.12,121.2618004976918,38.27107903052418,True,True,True,False,False,True,False
0,iff,Basic Materials,Specialty Chemicals,126.82,4.19,30.74,0.039,0.078,72.9,5190000000.0,125.65,126.83,1.98,2.35,1.99,147.2,92.14,0.019,0.049400000000000006,0.09699999999999999,12.567217598571654,909.1334776793705,True,True,True,False,True,True,False
0,ilmn,Healthcare,Diagnostics & Research,382.25,6.34,61.96,0.0864,0.2148,40.84,3560000000.0,317.28,368.75,4.1,,,402.14,196.78,0.1067,0.1839,0.284,256.4155224088479,49.074438399447715,True,False,False,False,False,True,False
0,info,Industrials,Consulting Services,79.56,1.97,40.52,0.0356,0.0964,71.13,4340000000.0,70.73,74.94,0.73,0.43,,81.65,44.81,0.1109,0.14859999999999998,0.141,54.61032723537652,45.686730015529186,True,True,True,False,False,False,False
0,intc,Technology,Semiconductors,50.59,5.44,9.11,0.11630000000000001,0.3015,46.76,78960000000.0,59.4,59.57,1.98,2.55,2.62,69.29,43.63,0.0862,0.19010000000000002,-0.01,25.088483279338043,101.6463069398224,True,True,True,False,False,True,True
0,intu,Technology,Software—Application,288.68,5.07,58.41,0.1311,0.3035,13.99,6860000000.0,275.96,293.43,1.79,0.71,0.9,314.73,187.68,0.1015,0.3251,0.15,181.98945511775997,58.62457515090846,True,False,True,False,False,True,True
0,ip,Consumer Cyclical,Packaging & Containers,36.32,1.66,22.13,0.042,0.0911,155.23,22080000000.0,36.01,35.49,0.77,5.58,4.06,47.64,26.38,,,,,,True,True,True,True,True,False,False
0,ipg,Communication Services,Advertising Agencies,18.55,1.7,10.9,0.0426,0.2615,214.93,8590000000.0,18.48,17.5,0.97,5.18,3.32,25.2,11.63,0.004,0.013999999999999999,0.221,0.36938154744401347,4921.907598893145,True,True,True,True,True,False,False
0,ipgp,Technology,Semiconductor Equipment & Materials,175.29,3.01,60.82,0.057999999999999996,0.0701,1.94,1250000000.0,140.32,164.58,9.59,,,184.02,98.04,0.136,0.0819,0.508,161.43982533614866,8.579156125208032,True,False,False,False,False,True,False
0,iqv,Healthcare,Diagnostics & Research,157.88,0.67,242.57,0.0197,0.0252,219.5,10940000000.0,139.83,144.82,1.1,,,169.14,81.79,0.1047,0.19329999999999997,0.225,103.68346692235863,52.27114282185934,True,False,False,False,False,False,False
0,ir,Industrials,Specialty Industrial Machinery,31.6,0.33,96.13,0.0189,0.0143,41.55,2630000000.0,29.74,29.9,2.11,6.71,,38.96,17.01,,,,,,True,False,True,True,False,True,False
0,irm,Real Estate,REIT—Specialty,27.24,1.05,26.43,0.0375,0.2004,914.75,4280000000.0000005,27.52,26.99,0.76,9.03,6.69,34.49,21.0,0.08,-0.0451,0.376,12.878296890845228,111.51865212366747,True,True,True,True,True,False,False
0,it,Technology,Information Technology Services,124.69,3.16,39.67,0.04190000000000001,0.3292,359.57,4290000000.0,124.31,122.25,0.7,,,165.27,76.91,0.0575,0.1417,0.168,39.9760481126178,211.91177189083783,True,True,False,False,False,False,False
